homoSapienGeneId	Human_Brain_Female	Human_Brain_Male1	Human_Brain_Male2	Human_Brain_Male3	Human_Brain_Male4	Human_Brain_Male5	Human_Cerebellum_Female	Human_Cerebellum_Male	Human_Heart_Female	Human_Heart_Male1	Human_Heart_Male2	Human_Kidney_Female	Human_Kidney_Male1	Human_Kidney_Male2	Human_Liver_Male1	Human_Liver_Male2	Human_Testis_Male1	Human_Testis_Male2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Chimpanzee_Heart_Male	Chimpanzee_Heart_Female	Chimpanzee_Kidney_Male	Chimpanzee_Kidney_Female	Chimpanzee_Liver_Male	Chimpanzee_Liver_Female	Chimpanzee_Testis_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Gorilla_Heart_Female	Gorilla_Heart_Male	Gorilla_Kidney_Female	Gorilla_Kidney_Male	Gorilla_Liver_Female	Gorilla_Liver_Male	Gorilla_Testis_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Orangutan_Heart_Female	Orangutan_Heart_Male	Orangutan_Kidney_Female	Orangutan_Kidney_Male	Orangutan_Liver_Female	Orangutan_Liver_Male	Macaque_Brain_Female	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Macaque_Heart_Female	Macaque_Heart_Male	Macaque_Kidney_Female	Macaque_Kidney_Male	Macaque_Liver_Female	Macaque_Liver_Male	Macaque_Testis_Male2	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Mouse_Heart_Female	Mouse_Heart_Male1	Mouse_Heart_Male2	Mouse_Kidney_Female	Mouse_Kidney_Male1	Mouse_Kidney_Male2	Mouse_Liver_Female	Mouse_Liver_Male1	Mouse_Liver_Male2	Mouse_Testis_Male1	Mouse_Testis_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Opossum_Heart_Female	Opossum_Heart_Male	Opossum_Kidney_Female	Opossum_Kidney_Male	Opossum_Liver_Female	Opossum_Liver_Male	Opossum_Testis_Male1	Opossum_Testis_Male2	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Platypus_Heart_Female	Platypus_Heart_Male	Platypus_Kidney_Female	Platypus_Kidney_Male	Platypus_Liver_Female	Platypus_Liver_Male	Platypus_Testis_Male1	Platypus_Testis_Male2	Platypus_Testis_Male3	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male	Chicken_Heart_Female	Chicken_Heart_Male	Chicken_Kidney_Female	Chicken_Kidney_Male	Chicken_Liver_Female	Chicken_Liver_Male	Chicken_Testis_Male1	Chicken_Testis_Male2
ENSG00000135541	26729	35608	49816	9171	8956	960	27615	61229	5737	5127	7119	6202	2700	8821	6656	3641	6137	60810	8713	8488	7069	34589	14650	13547	32735	37545	7439	8874	14133	9718	1054	8523	33007	41331	12194	32943	17742	1804	1906	8266	12578	3979	8156	39960	6396	23846	25495	5198	1249	2998	2220	1592	984	13862	20296	12338	14194	1373	3381	1686	4598	909	379	130816	275770	800675	157430	257773	152769	159322	3775	1137	2815	16684	11436	21923	1207	1138	2503	192405	227280	6120	973	2485	1353	2636	7660	2611	1386	0	0	11614	18942	2779	2035	979	1208	76	0	0	728	75	0	1743	6278	4005	5583	3021	4474	4240	4035	1437	4722	2091	1511	691	39133	84698
ENSG00000168081	8283	2176	5298	3867	185	910	98	891	0	76	0	152	1699	0	0	0	262	608	3525	5907	7869	7396	8616	7941	379	151	0	0	74	607	75	74	595	12354	3382	626	296	0	0	228	1078	369	151	675	2650	7178	228	0	0	0	0	0	0	4076	5779	127	472	106	140	93	0	0	0	152	10060	23743	3928	7405	6166	2728	0	0	0	0	0	0	0	0	0	1820	1720	6482	3225	436	425	0	0	0	0	0	0	1320	2150	7884	2565	8456	10419	0	1004	0	166	0	0	0	75	0	11318	4959	1710	6936	4817	6958	0	0	0	151	303	0
ENSG00000082515	11144	8777	12052	5594	9930	910	9062	17843	14637	12899	27131	21737	8705	25221	28184	19946	7261	42088	7346	13932	7405	9236	8880	11002	9563	24548	31754	35696	31481	31263	10165	47704	47977	18566	10090	13994	8264	12564	10493	25024	30703	20900	28077	31090	12124	24056	15971	20857	11656	18190	26182	17139	15915	6342	7094	4888	5450	9337	6904	8012	5204	6654	10968	70508	5346	18770	3200	5225	4970	3410	7225	7008	4197	4356	8585	5050	4965	6112	4278	6661	6881	13310	6788	8806	7405	9802	44643	9352	6964	6639	4661	2776	11556	18437	9047	10919	10366	3777	9490	6890	16358	13329	5845	13351	54514	31696	11436	8660	14154	16153	17735	14054	16665	11658	20250	10712	10855	16426
ENSG00000186104	2179	3250	4938	749	2614	459	3323	7606	2142	1129	3591	3943	2108	3280	7416	3312	3779	29801	1306	2420	2174	1911	2462	1959	2247	6224	1471	4209	5017	12563	1276	18416	5297	1279	759	2921	1908	1519	760	4440	4478	8829	6799	23816	152	429	1807	1113	114	1053	2322	2059	4386	1723	959	3584	2286	1135	1766	2952	2764	5949	6482	6148	118	1055	0	76	227	0	76	303	76	693	527	76	9311	5753	5901	1896	1589	5937	1865	703	683	561	1752	1942	2737	3526	2676	1788	1396	0	0	0	0	75	0	13098	13115	13968	20884	0	76	152	205	341	391	584	625	555	723	475	202	962	772	566
ENSG00000099284	17962	7159	8389	4882	2875	1442	30850	42165	7982	13501	11322	15027	15198	8251	5184	12505	9141	17391	8127	6802	6087	8690	7679	7826	22816	29063	11591	12690	15064	11847	1232	7478	19550	15430	8426	18882	10139	11681	5589	8182	7698	5974	2635	9569	3720	10402	6707	4785	3354	7758	7473	9424	2750	9086	11137	11821	13715	3952	6096	3056	3604	270	227	5403	17072	50274	9950	21596	9017	22413	10053	4169	3526	5922	7195	7266	1916	1080	1346	4238	8207	31401	12911	31188	44849	0	291	895	831	233	364	151	688	21533	11759	25885	23946	4774	2850	2029	2299	126	0	227	2293	1210	16439	10389	11826	13473	1698	1239	2527	1984	1683	646	72779	124103
ENSG00000150722	684	541	683	228	302	0	974	3299	8657	9188	7392	606	0	456	6999	2784	3476	28784	76	0	0	168	208	76	68	358	28137	4868	0	152	93	755	6135	531	204	1186	405	8345	2879	256	176	1223	158	5191	18	39	152	21666	7697	0	153	0	48	0	76	150	147	8472	2168	0	0	0	0	10249	76	304	76	227	0	380	228	0	6268	0	0	275	0	0	0	10093	7130	201	269	73	0	0	0	0	76	0	0	6	67	360	102	93	58	48	0	0	0	0	0	0	0	165	6929	3302	13573	11024	0	0	1095	683	754	1389	1064	379
ENSG00000167461	33520	19723	23270	18646	22542	4000	38130	53949	16004	13904	20816	72526	55671	56649	112972	249925	24474	93910	12886	21094	17076	16363	16794	19170	22906	37997	11528	13755	71182	65177	25744	98828	57803	29389	15958	34624	22912	9118	7324	59816	57475	64825	58931	59182	10140	21319	19299	12088	7286	50289	62226	52724	60023	14376	19681	17420	22000	8299	16297	25855	30823	32389	67436	49301	35929	95221	20907	48708	20913	36029	40123	18703	25883	77153	67360	88169	72277	49110	79967	36932	44127	10071	2593	4396	4995	2724	7182	8007	5149	10705	6335	9319	32046	45108	10265	17729	10727	12342	7399	7610	14813	46618	13633	5655	29956	13919	41066	32069	39833	61310	998208	893017	69631	59005	42100	39938	59284	84250
ENSG00000138796	20955	13383	19803	12744	12246	4365	19230	26967	90628	188714	162616	203398	87303	141948	224528	231790	18223	69781	12356	12551	12276	17568	19440	11788	12333	33900	224595	247011	527127	120185	113135	69765	41702	28704	19260	17445	14540	108849	28498	80110	168712	150997	204489	44153	7787	14588	9250	154895	58061	56300	98322	54862	87221	8834	16936	12280	9228	68886	79320	96112	137518	69985	178570	45216	19667	51521	8893	32979	11824	16303	697462	466079	418334	351212	363405	370139	458167	149827	292718	24867	29142	14607	3924	4786	3211	104210	362704	135868	97721	65414	44507	21234	65313	71056	45025	52408	51889	212268	202826	128928	181578	197362	126361	76036	282969	182246	9761	6250	9668	14426	146598	96330	121427	102543	66320	41365	21566	34324
ENSG00000124251	2694	1315	1220	1771	6460	334	1372	2306	568	467	654	266	628	666	256	152	5352	42640	870	239	455	1257	677	230	1525	1753	151	44	1304	743	59	447	49464	1306	995	2060	588	151	152	479	483	0	319	28428	567	1081	1049	213	368	182	288	34	183	1120	1170	1617	1897	51	90	413	324	0	76	116850	274	1851	320	524	262	855	10	0	44	114	98	60	104	293	421	68885	104793	359	33	0	237	76	76	0	0	0	0	61405	245757	39	83	69	76	83	75	0	133	0	0	9520	27885	28905	1235	1010	455	1290	337	1534	302	193	115	75	487647	150618
ENSG00000125149	34720	30065	44724	33004	37298	8045	33607	59245	7920	15165	11768	26518	23541	18745	74267	22663	12309	27353	24775	25591	23969	38375	36681	18727	13819	33953	6847	11304	31369	20237	10458	22215	15369	31004	25257	22289	17029	8996	5530	19906	23708	51136	53480	19951	26171	31737	28099	8688	3316	11857	19650	14077	34003	23291	38453	22824	23436	3997	11326	9798	10712	8689	24521	14995	41561	102433	20664	26214	21476	22022	17241	16027	13727	14654	20404	18432	85271	62217	53466	8266	7263	22821	5314	13121	9529	5472	14566	4716	3025	6683	4419	4799	12301	18095	8058	17040	8382	8164	5352	3289	6937	12009	12114	3189	12161	3602	65132	42099	48201	52955	21859	16467	27172	23167	31046	15173	20095	32272
ENSG00000151379	76	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	76	76	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	304	228
ENSG00000166025	36558	30358	39960	16757	5565	4986	49415	83601	47756	62563	40107	41108	21683	26472	24585	22951	32034	146552	28232	24590	32841	55539	54072	39277	59402	87352	68563	59253	114020	80427	13989	34879	179873	47591	25848	59398	36940	20755	26070	42677	42512	14197	33290	124324	6949	19843	5266	14294	10465	9689	6997	2950	2556	14194	18525	16520	20866	66412	19636	7224	6699	3976	6048	345920	91999	196497	45307	117148	94098	60308	225301	155349	136520	66838	44139	51437	25415	16606	15997	118178	161057	28426	4840	6265	2958	20367	38457	20435	8101	5371	3369	25420	53672	56552	90192	11189	7391	7921	4296	1692	2759	152	204	2611	6661	4324	28538	13425	48619	78484	8645	19654	15817	6678	1994	5001	23000	9568
ENSG00000100296	32324	22812	26378	23615	13264	4063	41435	53409	38043	27175	42027	58137	51878	61872	72661	35654	27853	108901	22837	19109	18275	28428	24447	18390	30433	46408	22524	18481	51416	36895	12826	31942	37665	46750	26640	50534	33611	25450	15082	65997	65552	39256	45817	54512	24042	50764	42213	41193	20766	46634	47073	27623	37863	19701	28073	30352	29844	21856	22507	15176	21386	19087	43053	86273	34412	92377	21233	42154	21322	36876	21755	13280	20254	17579	21911	20394	16937	14119	14956	97283	138547	47246	15403	39600	45185	13476	29974	16840	11012	7471	7943	39509	71803	27335	25183	27138	29790	17913	12477	13391	18176	14390	18136	13661	74234	29112	39410	24552	33439	44575	28528	27563	48392	29767	36832	47678	189094	109143
ENSG00000137501	56386	62558	86668	26782	15767	2875	3316	19205	3987	2545	3169	23711	6331	18771	5579	2246	600	13168	26750	38571	31806	84760	59618	28988	17014	23958	4767	7148	42328	21343	7219	4734	4267	78570	23062	10294	5801	2041	2741	47411	42719	5900	35986	14305	85955	140054	40140	9159	2582	21325	31348	25789	12974	35170	54686	1897	3405	1570	7017	15897	21235	1287	1362	28616	61914	168820	29636	51114	16049	20908	7951	1737	6382	34275	24957	46625	830	891	911	3144	9629	46846	13258	27895	30829	751	3808	73456	74654	2202	802	23394	43240	31142	3149	18489	18672	6085	4221	4323	8378	3200	1990	16781	44996	21200	1199	525	831	1238	607	378	1794	3244	326	150	4192	10404
ENSG00000164684	15064	8198	11853	13824	13471	2407	45328	57595	10108	23870	5606	12771	9439	10544	1823	2585	3495	20849	3699	2134	3787	11818	8534	11003	35113	52153	22534	18818	24784	18872	2577	5609	8929	15462	6990	29592	10234	10310	8301	17968	15112	7444	7571	15697	1577	3174	3226	3100	3088	3114	4961	940	3321	6654	16363	16999	11746	7000	8728	10381	8886	12731	11009	7359	71541	210232	27226	102139	43988	52540	44236	34295	18566	124577	75982	56564	13731	7416	2729	31197	22799	6408	573	3318	1579	976	1095	9601	3909	1114	460	152	737	9152	8985	16886	12816	7727	4449	28947	12541	1281	1356	2113	9753	3629	12471	5646	21640	22716	16002	11894	178356	119716	40165	49001	42019	61866
ENSG00000129084	39786	35621	51291	18849	12333	3492	23216	54696	25821	35721	44013	35478	26605	40017	62259	36521	13307	36114	17293	29410	27028	39704	35303	22317	20506	48817	60929	62988	67180	51642	10574	111404	31147	47161	21096	31765	21780	19333	11370	27945	43888	46621	66767	34858	10833	24059	13773	27335	10813	15743	21026	26827	28407	36348	46350	40261	42982	20576	28430	20413	16433	30081	42548	35409	63656	128091	29706	58771	28957	49701	79816	55809	64439	69301	67958	66908	71200	43150	57403	16060	24740	71899	21512	31241	36137	20063	48259	35457	25659	19491	15441	10951	16756	67527	36286	38466	43823	57024	43380	36175	43610	37433	23895	19036	96187	22648	45386	32209	40056	47920	53314	39526	38003	41282	44515	45507	84259	83764
ENSG00000116981	3342	1810	1512	2135	0	393	11077	16197	1720	17383	2442	935	228	607	0	76	208	152	2447	969	1611	4502	1530	2917	7630	13613	41792	8498	2232	1158	76	0	421	5662	2290	5525	951	12983	1061	1445	984	0	0	551	1976	6488	2324	6468	11365	448	1196	0	154	3084	5623	4342	5345	6748	4612	227	624	76	76	536	3541	8539	2204	9471	3633	5389	21412	16738	14566	649	603	757	0	0	0	228	16	16341	4309	6216	6064	28479	56472	530	456	0	0	0	0	15714	24151	29593	30359	22887	12757	26	0	0	0	76	76	76	52662	28710	17432	29535	13319	15146	12130	5308	152	76	1113	419
ENSG00000181035	31624	22956	31608	32043	14961	9124	58942	63911	19451	37306	18741	171719	101885	158696	116631	187859	7732	20986	26331	22469	19511	25977	34489	13271	24363	36849	12887	15559	142621	56913	31628	23841	10205	34232	27467	49393	30001	23495	11068	39263	62995	62020	43372	14395	5686	9105	7020	2375	3244	13916	12795	1473	15491	5399	14358	7458	9572	1238	1733	16585	9169	8448	30557	3383	46913	118818	25257	48513	25483	40424	135224	94247	62244	89932	91833	186342	92908	65822	119735	6286	4544	8237	1067	4173	3627	10467	28967	15886	6995	5400	3796	834	1682	5257	3640	3785	3204	2590	1914	6038	6848	2606	3245	1479	4651	1911	9862	4915	11814	10708	5505	4721	10185	8637	9776	5894	13124	13111
ENSG00000138794	1691	1696	1612	602	1645	227	3684	1361	1930	2220	2832	8569	2569	10564	12016	8391	827	1743	2668	2981	1816	3621	2910	1065	3418	4566	7730	6308	49175	24308	13289	15708	1595	1655	804	402	1508	1637	1245	14945	15881	11212	12826	4295	1400	2877	6393	3349	1279	6445	13657	5739	17874	944	1106	2337	1878	1088	1045	1894	1529	2771	2478	1051	3384	8542	1118	2649	2196	1646	11019	4150	4385	17980	14776	15879	19228	15202	17466	6598	5947	1444	152	441	499	76	751	1251	855	2031	1540	181	548	4763	3471	4446	4814	2722	1207	10129	10707	13324	10575	3645	22517	6647	1306	498	4467	5868	3789	1286	41913	47040	17599	8541	7461	11627
ENSG00000196624	0	26	0	105	0	0	0	0	454	150	152	0	0	0	0	0	0	527	0	0	0	13	151	0	0	0	0	0	75	0	0	0	0	0	152	0	0	57	37	73	0	158	149	96	76	0	0	32	79	167	0	496	0	0	75	0	0	76	30	0	0	0	95	251	141	380	73	532	379	76	379	0	75	227	0	316	9	75	84	0	450	147	0	72	0	243	383	3125	1291	76	0	2561	10928	376	466	334	140	528	151	150	209	0	0	0	255	76	628	553	205	655	1708	291	3691	2390	2157	3081	14211	6539
ENSG00000180332	7068	7664	8282	3341	4252	684	379	987	0	0	0	304	0	76	0	0	0	76	2736	7139	3644	7388	10397	1823	684	304	0	152	228	0	0	0	227	10102	2507	228	532	0	0	532	152	228	76	860	9858	14361	456	76	76	0	317	0	0	3947	7078	1415	775	76	198	0	76	0	152	0	23247	52903	9669	4710	2430	1368	0	0	89	0	0	152	0	76	76	379	76	31753	4509	3210	2791	0	0	0	0	0	0	0	0	16862	12928	2395	2270	63	0	76	76	0	76	1376	2447	2091	8783	13681	1281	2410	0	0	408	143	152	0	304	456
ENSG00000175893	21648	17426	22643	5835	3563	617	16993	28298	3032	3340	4033	6228	1242	5165	3245	2045	1131	8554	3632	5973	7995	25343	16857	10035	14524	20593	7361	6369	13296	8918	1746	5783	5616	5013	2563	4004	3091	648	341	2698	2532	1803	3348	1905	8679	13669	9687	5904	1970	3403	3573	1439	3484	2660	5314	4569	1893	152	213	287	374	493	129	910	70015	176175	31644	62338	27704	47386	15632	12089	10418	26922	26143	28192	16091	9344	12302	18758	17913	2965	49	1087	795	0	180	211	551	0	0	170	434	713	150	379	776	336	75	227	141	151	119	526	258	151	1564	1868	2839	4693	152	143	1178	1216	1434	1472	6328	14651
ENSG00000100351	227	87	0	151	228	0	304	456	2503	1870	1290	1442	1214	835	3562	1438	3564	11939	0	0	76	0	0	245	0	76	76	152	685	742	445	378	23540	123	0	0	0	119	456	1143	606	822	4198	3650	151	164	0	117	151	500	188	19253	9207	1402	1685	76	76	378	1034	683	228	758	151	20827	151	452	76	151	73	147	1755	152	1084	226	530	1728	304	151	152	1087	2498	627	150	195	416	153	534	0	0	73	145	0	0	680	407	379	920	902	379	951	1220	979	526	5109	18413	12021	663	378	603	552	2721	603	4986	4627	2555	2045	1383	1781
ENSG00000137692	12240	5574	9428	4125	3389	1107	9395	17419	8214	8776	13186	7641	5507	6302	7063	8106	4347	17044	5193	6202	5818	10446	9515	6944	11113	12899	17307	17994	14548	13687	3050	22763	17679	9551	5134	6004	4261	5503	2262	5320	12428	8162	8051	14102	6610	13465	11372	16186	6908	6064	7230	9216	8173	3065	7288	10511	6210	6803	6480	2688	1610	2791	3313	10822	26048	59296	10525	27979	7979	21071	29497	21741	23853	24472	18365	20610	21310	10014	13626	26009	46552	34627	8786	9242	10188	3634	22350	3919	3096	1709	1709	11433	35960	16798	7241	11360	8401	4567	6616	935	6436	4000	1580	18179	62788	29812	12864	6355	7317	10437	3804	3028	7279	5074	6933	5979	70281	100300
ENSG00000116560	178853	74474	115400	63628	67897	13382	223505	226861	87904	85432	128543	154429	53591	73243	68308	137329	48040	227509	41992	48118	34613	58006	70323	83460	197007	167418	91212	121115	186730	192155	43598	187930	186850	164887	63101	162530	73988	35684	31341	92872	135299	79698	95404	217133	49706	127518	100751	83493	44787	95400	105873	70972	75981	61149	76296	102703	70595	59429	37213	37586	41289	26536	30049	340651	176319	437585	98297	279970	78900	250240	106810	59596	93072	166783	124104	184692	128837	62329	71631	92665	138840	317398	69363	132498	136452	76022	155654	94777	62397	64471	27833	115146	409622	88069	58400	114326	91471	27979	24556	20719	37310	48565	23791	35993	190455	120583	95963	54492	92709	144180	36973	37793	88196	60372	41877	39568	132446	182042
ENSG00000101266	53136	38791	64582	23885	25818	5236	51052	84604	26728	36112	41723	42835	35713	51579	33508	26909	22425	70284	4793	4013	4003	15392	8717	9286	17771	24560	24302	19283	24351	16576	2692	11768	48013	77731	37480	53035	26492	20314	9085	52729	56337	26907	42299	95119	35110	68424	41925	82715	35792	50785	62930	36906	42374	45358	75550	59580	48982	42582	34843	32221	35469	32244	30096	236654	58844	163075	30287	74259	25602	60972	80657	47904	51771	63156	49170	60317	59220	30313	52466	7570	12883	84848	23685	39143	46354	62144	123066	53735	33401	42093	28315	53502	130780	17061	10821	10478	7875	5534	7023	3506	7048	6722	4144	8184	35860	27993	46464	26391	35768	40064	17031	19129	23444	22850	27594	23792	41833	38969
ENSG00000160957	9845	9208	5976	12660	4133	2795	83514	52097	2907	5125	4055	8307	15207	4529	4427	9415	19614	74008	14120	11388	11999	8573	10539	5128	30701	25560	1002	3044	8544	8614	1081	9894	35080	52072	62219	196785	106867	16992	9495	42328	43318	38586	29405	71071	18503	20996	26528	5342	4022	15499	24759	4028	12002	4827	5501	4248	6033	363	1576	3067	1444	4172	16031	17325	3587	9030	1792	10769	4436	13141	1774	1317	921	395	489	673	1136	1712	943	19677	17539	3551	311	2231	1863	516	1101	2605	4020	1711	703	4062	9099	3928	1848	17010	14214	841	291	576	430	929	196	2094	11102	4449	629	109	403	890	19	0	228	0	127	152	11668	2032
ENSG00000132323	28278	16943	17390	18041	33734	6054	65874	65640	18579	20630	19043	31090	14575	13487	19442	18849	13888	35967	19069	24130	21583	24074	22805	16649	23153	43399	13790	11223	35686	29530	6939	20141	14070	22861	16989	25345	27657	7793	7009	18955	18721	14148	26711	20492	16634	20495	21655	16649	5242	14915	18940	14755	18445	12848	18157	20937	22804	10773	12595	10732	7876	13178	34224	9802	35582	98597	20995	58567	26837	53833	46140	26758	34419	33626	30264	45096	35693	22805	31543	11356	17470	33915	10559	30777	32141	18611	28247	19188	9850	9019	5820	9153	24874	32256	18487	27498	22585	16082	17845	9111	23770	13033	11311	15289	66536	42412	19061	11670	19206	27152	11885	13792	32278	19103	17299	21044	36849	44360
ENSG00000008294	248065	149256	199093	114439	195393	13655	200815	279858	62682	52588	57795	105562	37836	74779	60067	50636	50831	370969	39428	34401	44565	105662	76932	87248	121009	175441	70164	63222	118590	84586	15567	90849	289338	140468	60889	84805	55975	11297	13101	43030	59662	21044	44027	238806	37994	136306	78077	52367	20093	45602	51101	21526	27270	91689	141463	138738	96805	23840	11992	19231	17877	22940	18980	344549	445550	1117266	217493	579880	209004	410656	234557	190871	178955	229501	228218	238188	137145	72425	118289	115643	139532	216095	35727	74638	62612	26456	82984	40997	24199	17900	14762	25558	79766	151501	111484	217212	209878	97924	73452	57924	87533	71076	65463	55042	162605	90297	170943	109252	159289	170934	41131	30623	57156	40737	41081	22040	65189	82288
ENSG00000152404	10937	6328	11247	1736	5801	379	9560	14640	6282	3305	8290	8479	3246	13594	13643	3549	1436	13722	4141	6653	6424	9683	5881	9741	12220	24623	12989	16335	45750	22304	5588	7743	15289	16081	4163	10633	7062	2922	3914	7165	26191	7789	17284	12031	4094	8105	6604	11752	2428	6427	8847	7492	10439	9938	14726	29288	15466	11015	9659	8323	15039	6803	3555	20965	12748	30766	8147	13436	4963	15216	15349	14489	16310	21348	13994	17526	13284	5919	13178	9229	10747	10945	1330	2311	2262	1472	14324	3063	2475	1546	472	10203	22821	15857	10610	12935	9205	2540	3188	2546	4516	1657	1655	5749	22531	13873	10026	5756	10354	7379	6881	2599	12844	4013	8356	3181	15180	43725
ENSG00000170471	77229	49018	80833	24573	23518	4845	96288	154422	29481	31282	32087	57029	29081	42189	21191	19956	20422	123129	27695	33320	30998	76631	46791	30257	79970	95121	56354	40846	108165	62991	10086	30466	139132	99273	40507	80286	49041	14407	15067	51493	64616	27486	44196	192657	10741	32269	26161	16535	8176	16524	20395	9155	11437	59287	93341	106288	81871	30117	25013	37922	37382	18923	14676	197121	182687	486589	93755	203450	85975	162159	74361	60673	59562	104683	122835	106552	28808	19165	28237	65428	66189	100829	13843	32928	29226	21585	60646	34722	19278	9360	8400	75627	194728	52969	32004	69276	44540	15300	11008	23679	22987	12440	13119	18632	68378	29682	80335	50292	85742	86915	29246	21866	39560	39089	41844	22328	40399	43867
ENSG00000163607	4388	2727	3119	2124	2015	607	2499	4717	2838	7413	5589	4480	2570	2987	3166	1893	3865	20250	1819	2161	1961	3900	3424	2185	3095	6287	9121	6576	8509	4454	2075	3709	16238	3759	1756	4021	1476	5231	1439	2477	5722	3414	6350	17761	1172	3652	1538	8016	2351	3980	6176	3564	2720	2468	5360	2543	2643	1384	1134	839	754	678	2186	4478	7983	17245	3431	11345	2188	7935	5257	3034	3318	5940	6935	5949	5661	4336	4069	3101	3877	5455	2396	2083	3154	5165	13839	4516	1868	3078	3823	820	2985	5825	3611	4224	5141	9675	15673	2941	7661	4586	6545	4125	18607	8938	6446	4218	5910	8487	6672	5045	7592	6331	6829	8526	16932	10302
ENSG00000163166	48020	21283	31733	12650	36509	1737	29950	42910	34734	23358	43789	44110	11774	36895	29702	29656	10765	68850	11836	15009	14304	18892	24183	10728	24449	25369	37582	28196	46251	30079	8556	34471	37928	50696	22807	33782	25880	23858	11465	40985	48885	29232	37365	58659	8991	23860	25555	40509	22089	23960	30971	29915	41349	18362	18286	25477	23710	22840	16490	15375	16724	18662	12373	89945	23975	62343	13993	44244	15322	35011	27708	18467	23568	24921	19062	30204	23244	10124	17473	41431	76479	104680	28681	35516	38459	21210	137449	23360	28356	27948	14474	148085	436738	66795	34672	57209	37752	21773	30657	16671	44382	58132	30673	44386	172155	133138	53106	30952	61278	71771	44309	21002	53962	26669	72250	24811	68492	237549
ENSG00000121542	10914	6852	11902	2350	2956	152	4477	13142	2757	3859	4089	4713	4280	6061	13909	7506	3784	26659	1519	2342	2758	4031	4072	3104	2577	6317	4357	4379	8988	8137	1968	10784	22993	11161	5148	7986	8288	3792	2350	8495	10057	12197	22794	19900	1839	3376	2484	2503	528	1193	2886	5026	6608	1844	2518	3644	2139	1086	1759	1733	1512	1489	1413	33252	12655	37316	5905	9866	5901	5675	11667	8469	6207	18006	18672	9623	8461	8697	8175	18021	12745	4456	835	838	507	424	2160	673	597	732	563	5907	11673	11573	11382	8130	10746	3010	1666	7213	7923	4255	4769	1946	8306	2182	10558	9409	12283	14075	5167	5407	7820	10659	14725	23544	143996	120289
ENSG00000083782	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	76	76	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	76	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	225	2416	5947	1114	125	0	0	1517	0	38	76	0	0	0	0	0	15912	22802	442	75	76	0	0	904	8512	1587	252	75	0	314	0	0	0	0	0	0	0	0	0	0	1200	5145	2813	76	0	0	0	0	0	0	0	0	151	0	75
ENSG00000167202	19004	22569	19312	11598	14111	2685	40494	51925	31819	21622	18112	18228	21285	19018	50366	42590	13791	79911	3590	1687	2449	4859	4154	5050	7323	15053	6530	8247	15947	8777	5788	10422	7656	25147	16433	25802	16799	10402	11474	20140	19281	83277	65170	37398	4437	7553	16445	5695	1957	4822	4478	4855	15354	8145	8848	25750	21988	4606	8527	8329	6817	8159	8617	17995	27502	73045	16123	40837	20182	31827	32608	20306	25591	25680	29147	23405	47208	35452	46269	6521	3954	14421	2595	5507	5657	8918	16055	12747	5985	12111	8590	33278	54975	7802	3859	5535	3108	987	909	1360	2726	2195	2500	7639	25744	14291	14344	8123	15049	18386	5044	2108	28000	16259	12542	5043	9391	14718
