homoSapienGeneId	Human_Brain_Female	Human_Brain_Male1	Human_Brain_Male2	Human_Brain_Male3	Human_Brain_Male4	Human_Brain_Male5	Human_Cerebellum_Female	Human_Cerebellum_Male	Human_Heart_Female	Human_Heart_Male1	Human_Heart_Male2	Human_Kidney_Female	Human_Kidney_Male1	Human_Kidney_Male2	Human_Liver_Male1	Human_Liver_Male2	Human_Testis_Male1	Human_Testis_Male2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Chimpanzee_Heart_Male	Chimpanzee_Heart_Female	Chimpanzee_Kidney_Male	Chimpanzee_Kidney_Female	Chimpanzee_Liver_Male	Chimpanzee_Liver_Female	Chimpanzee_Testis_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Gorilla_Heart_Female	Gorilla_Heart_Male	Gorilla_Kidney_Female	Gorilla_Kidney_Male	Gorilla_Liver_Female	Gorilla_Liver_Male	Gorilla_Testis_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Orangutan_Heart_Female	Orangutan_Heart_Male	Orangutan_Kidney_Female	Orangutan_Kidney_Male	Orangutan_Liver_Female	Orangutan_Liver_Male	Macaque_Brain_Female	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Macaque_Heart_Female	Macaque_Heart_Male	Macaque_Kidney_Female	Macaque_Kidney_Male	Macaque_Liver_Female	Macaque_Liver_Male	Macaque_Testis_Male2	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Mouse_Heart_Female	Mouse_Heart_Male1	Mouse_Heart_Male2	Mouse_Kidney_Female	Mouse_Kidney_Male1	Mouse_Kidney_Male2	Mouse_Liver_Female	Mouse_Liver_Male1	Mouse_Liver_Male2	Mouse_Testis_Male1	Mouse_Testis_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Opossum_Heart_Female	Opossum_Heart_Male	Opossum_Kidney_Female	Opossum_Kidney_Male	Opossum_Liver_Female	Opossum_Liver_Male	Opossum_Testis_Male1	Opossum_Testis_Male2	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Platypus_Heart_Female	Platypus_Heart_Male	Platypus_Kidney_Female	Platypus_Kidney_Male	Platypus_Liver_Female	Platypus_Liver_Male	Platypus_Testis_Male1	Platypus_Testis_Male2	Platypus_Testis_Male3	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male	Chicken_Heart_Female	Chicken_Heart_Male	Chicken_Kidney_Female	Chicken_Kidney_Male	Chicken_Liver_Female	Chicken_Liver_Male	Chicken_Testis_Male1	Chicken_Testis_Male2
ENSG00000198824	16323	11147	19507	4402	6521	683	20032	43008	3381	5853	6219	6915	5620	5391	9717	7522	2351	10636	5707	10556	11230	15863	15281	11544	16720	28608	4328	8927	18836	15596	4147	21954	9086	17171	8282	15798	9942	2964	1444	9953	11427	10790	17299	8357	8859	18088	21545	8070	2629	7000	10614	3471	16262	20703	22431	39525	23614	5512	9359	9635	12671	6758	5240	25283	48231	128283	28953	59276	22395	51957	16253	9793	13981	28838	25278	32518	8655	7060	7216	16173	18989	67299	17614	23855	19827	4855	23518	12251	8924	9081	3990	6634	9195	30073	27161	38572	22951	5185	10581	5185	21138	14945	12050	6741	35961	26709	63879	36437	45337	58811	28992	20159	47308	31711	55384	25766	34771	66998
ENSG00000118402	31883	19242	32321	9841	1164	1362	26732	57081	228	304	303	1823	152	1063	72	75	906	8032	7251	17347	13500	42933	26997	13231	19896	28088	76	301	1842	1383	0	0	6593	24598	10489	22236	8451	151	378	3173	3718	672	1064	4792	6351	13142	10302	821	523	1129	1355	0	0	14059	24512	24253	16100	100	227	303	769	0	0	10054	43586	110731	19109	47799	18124	29018	76	228	151	225	75	379	0	0	0	76	0	24542	4853	10637	9743	0	0	1976	603	0	0	912	2797	45305	29514	30944	32891	410	667	10022	14261	681	486	1878	5550	1704	14535	10104	18999	25111	0	99	784	151	0	0	1530	2004
ENSG00000166167	102711	80104	141338	59947	23104	14613	56103	105866	17022	42743	22213	24908	20178	17075	13574	10455	19060	71465	55689	62322	52151	118643	91503	51515	58190	82153	44724	27570	47566	25876	6203	13427	75469	151314	66529	77460	56221	23693	11615	28087	31714	20804	24266	70341	83304	158457	75596	32068	20170	21120	29350	10347	29051	80171	121740	77443	61152	22542	20406	10858	13452	8859	11619	105735	97799	287819	51920	116930	60614	62983	30527	15528	22905	30992	24474	28896	14461	10720	15190	89634	136990	83391	12002	29947	24133	19183	53361	10807	7810	5101	3453	65785	152531	35055	23993	27870	26182	4189	842	9374	5841	1074	1437	24822	77147	37979	48973	27102	45324	37759	15663	17007	19317	16972	15801	32578	37289	25166
ENSG00000144724	51020	37861	43906	24645	3968	5653	26365	66177	41876	37676	35704	73301	17621	45021	18152	9816	11820	47059	10486	6387	6618	24987	15246	15021	15848	48244	28969	29116	42840	47110	8310	33962	25711	32292	13037	14671	21362	6539	13556	35181	37453	23467	39137	52894	13459	25651	13247	30435	9385	13267	8265	7092	15995	27429	46628	29326	21823	17128	9403	13212	10162	14097	11079	20638	111495	294626	49046	91796	39343	67072	99920	63814	61322	97948	88810	70563	61784	29840	54025	19757	25908	151860	19421	30432	25538	36373	75815	59215	27674	33509	25686	13845	25593	59407	21003	17566	9437	3659	3522	11305	11806	71774	56816	8710	29940	8371	140866	76478	63173	71506	37714	29798	70495	42002	82572	74514	65469	93884
ENSG00000183508	988	1443	760	456	227	456	988	1215	16913	15712	8201	18079	21173	20664	10252	1595	69220	368654	760	912	682	1520	912	1823	1596	2507	17377	9723	69635	18232	3723	19898	560373	1216	760	2150	3645	7088	2051	16411	20233	13214	21126	244355	152	683	379	4953	912	16185	5888	9926	21592	351	1062	756	1140	9286	13221	5582	5367	3417	3575	561900	6862	14051	3035	7895	3642	5620	75849	5618	7212	15439	9792	17777	17768	15645	32500	655393	610785	2743	228	684	532	4351	3731	38126	11374	2852	4073	171287	346721	344	1709	532	531	608	228	4300	5042	824	1139	950	2481	985	836	549	2407	2128	228	76	1046	1516	228	85	2934	7450
ENSG00000008086	27839	10208	20666	12970	2569	1940	4987	11862	878	2226	1316	1780	1245	1159	137	2568	3029	26036	4223	873	3075	20425	8455	15076	3714	6699	2901	1330	2792	2934	226	422	18733	27146	9544	4770	1016	449	581	2621	1475	1210	975	8609	7037	20283	1764	830	680	978	2331	76	907	31985	53376	3964	2856	640	757	3604	6326	1118	1222	40433	48740	146279	20664	29351	11683	22750	3229	2844	2727	4322	5172	3575	2464	1215	2339	26361	29876	113308	16807	14352	15566	3665	8870	9141	4616	1716	1438	67666	143851	31909	49295	5522	3307	450	1170	604	1778	1088	377	20209	64980	56823	73796	42266	54652	68545	1679	756	1196	1260	1024	1483	15222	18370
ENSG00000203667	35118	26519	33923	10610	19678	1896	55789	63231	22417	18344	31274	44624	12266	31267	35124	17504	3610	25980	10140	23930	15047	35686	26489	24635	32860	40876	63745	46508	77563	38346	10950	16387	22871	57415	24423	74227	53816	27769	16253	30979	70168	39394	50964	23138	4068	10545	9397	13442	10425	8407	24275	7266	17684	4173	4115	13373	8443	19542	8806	4990	3969	3010	1961	14955	13110	29755	4380	13558	4720	13774	23347	15138	11557	19558	19106	12753	14293	5059	11789	5077	6314	9641	2462	1703	2088	157	11925	1144	1696	1312	877	2054	5067	18130	11144	13541	13782	27979	45376	15964	31008	10199	11133	32461	96915	76588	5779	4658	4624	7744	2871	1681	3581	1285	4485	920	1420	4970
ENSG00000134809	25720	12323	25476	19646	13321	3968	18598	26581	13790	15387	27713	37225	26124	25103	37266	32326	7324	27455	12687	19888	12171	14369	16565	12373	8831	16228	12744	15438	30354	25166	5077	24494	14560	27229	11025	8538	7319	9249	6194	16245	23780	13246	17301	9215	12677	27719	5839	7790	6680	8725	14018	11159	6074	5743	16912	7679	7202	5289	5816	4614	2987	3099	9858	18706	17276	49693	9142	16126	8622	12852	36552	31787	38276	12908	12241	19230	17482	17893	17928	7147	10477	32858	16614	13088	16144	16940	49809	19503	18978	19905	13605	6403	16942	167212	150645	72294	92561	153866	138640	31259	64532	41656	30767	19521	112270	61910	25289	10488	10053	17767	11085	24492	36584	15144	15960	56935	27450	6027
ENSG00000103642	6630	3430	4836	2120	3284	379	6830	4716	9769	10368	13476	24339	1893	13801	21440	20044	2567	28984	1430	1852	1365	2167	1859	3558	3396	5686	16070	9228	15391	12826	6786	58835	32848	7309	2578	5554	2776	7442	3976	10257	18275	22964	15988	10323	1332	5719	2706	15530	6297	9646	15131	20969	23216	2416	2995	3006	3027	8040	5218	12021	8081	14564	18256	42019	13868	40813	6361	13571	5062	7473	24576	14671	16229	46358	57744	50592	49264	28533	46177	7701	10314	14050	2971	4872	3032	3261	17415	8232	7177	4318	3930	3175	5833	33352	20890	43402	34225	20979	24002	32558	51743	67603	68856	12768	68693	40350	8038	4940	13695	13549	6901	5157	79776	43438	44682	33963	19877	57468
ENSG00000163683	19195	10554	18386	13418	8788	1733	9340	26029	3435	2962	2805	11696	4185	13108	65382	27667	3226	20299	2279	5521	5097	9653	5235	6867	4638	9880	2280	5122	16695	9556	11925	23057	7674	3663	3033	1413	1543	81	531	4246	3144	4305	10636	3613	3414	5588	3908	2463	252	3788	4151	5172	19301	3361	4874	6334	4870	713	2178	2697	4900	9184	16906	4953	123715	318019	64515	140243	51794	110291	88958	50504	51786	73341	62419	65931	71323	46828	71886	81480	84071	19002	1727	8439	7550	1381	3407	7767	3908	6211	4207	1932	3463	14818	7797	17580	11692	7147	4674	33405	36514	27508	21084	5402	35987	15846	8112	5199	5620	8189	3670	3101	9404	11317	25048	20674	5877	10115
ENSG00000025800	83500	75836	111158	48127	42526	9287	92120	171731	41580	70619	67250	54448	45340	65366	37491	55626	26274	159943	10206	3854	5963	19944	13969	18049	25975	42702	23884	25224	31015	22349	5081	11782	100440	22864	10042	17707	8859	3415	2327	13588	12270	6274	7286	70496	6305	17394	14200	9405	4282	6493	8215	2540	8056	31583	51467	47458	38544	21538	25076	18553	21568	14358	15948	114897	124152	349672	73054	119435	65243	91173	103378	98342	65709	100791	133543	81640	62164	48757	45877	309490	287704	43651	7440	28853	29726	11908	30369	24101	10841	14679	8620	42230	90753	22379	19006	27624	28766	10929	5233	8765	10946	9170	9076	28510	110947	66982	36715	28960	34718	43940	41228	33561	33331	33325	40094	27594	452838	652252
ENSG00000116786	239645	219841	224715	302857	107520	62186	331499	430423	127739	150010	162000	72801	79294	71965	32487	44106	94771	280338	396953	301743	227064	258914	285920	186809	164227	296181	105853	132938	104295	123957	15351	86729	172047	357483	381940	228425	101145	89604	43308	60010	59586	32559	41739	88659	242835	332304	180781	65679	41687	64107	75410	24512	51595	171057	238544	110469	156958	29431	43875	25484	17971	25876	60684	119602	121211	370115	51035	196465	94907	83774	185161	136029	163194	37498	59974	41402	15474	19634	11541	124145	82349	126157	43337	77730	80880	56487	71311	25652	15131	18404	15370	15501	19959	143725	89434	99975	99944	102721	49150	37476	33499	18910	20307	4283	28692	7235	140603	74680	124010	159474	91458	157262	47995	41530	40276	92412	151046	66919
ENSG00000125037	50177	37789	54398	26025	18300	3465	44364	54962	44746	31809	70521	55597	40505	49789	68146	33998	29060	110644	19926	21723	21955	32301	32074	23044	19258	27649	37941	34526	73674	55768	16708	58230	91759	19184	11941	10040	5943	5580	4902	19581	24277	12532	20924	28000	21225	42409	25884	23080	18691	27383	41727	30946	48689	11128	16020	9491	10786	13251	12074	11098	12827	10840	15561	50553	63932	173352	34077	68788	28483	50783	63443	38161	50998	65150	65239	65106	50119	36507	53430	41519	44671	94896	21244	41258	47559	21957	49440	32371	22039	12688	10849	28851	48593	265835	60308	136725	69027	29267	21182	47825	65217	115560	40897	18987	108364	34810	25823	17784	22172	26981	13437	18010	32843	24166	30052	28731	45778	50091
ENSG00000124743	379	380	380	76	380	152	0	152	85991	224563	123319	1138	76	275	1076	1064	417	911	228	151	152	380	684	988	0	1062	501276	108164	12192	5455	759	2544	1594	304	152	0	0	12075	1189	313	228	1520	794	538	276	76	0	48231	34564	0	1389	152	1031	0	151	76	75	72550	15706	382	440	5323	6552	385	76	380	0	152	76	76	131281	92378	101439	379	228	151	152	76	0	3032	2879	912	140	228	152	113856	232310	76	0	76	0	228	572	75	0	0	0	54359	29504	0	0	0	0	0	151	75	304	152	152	0	104570	101084	0	71	452	152	4390	5674
ENSG00000148943	16006	20192	19567	3255	3555	1212	39752	63537	4400	3028	7746	11952	4847	11917	24804	17253	1366	7615	5002	13354	10172	24998	17171	12570	42807	42349	11094	10038	46136	18843	11599	24638	8598	26798	8573	53445	24939	3558	3392	16539	32973	29950	46305	10435	10664	24964	58020	23712	5765	19147	37763	26788	36562	8827	10132	33782	16796	3384	3407	5623	2532	7781	3529	8830	84259	192608	39116	91305	31081	91263	45408	32388	32018	83796	64697	72351	65430	30292	41885	26195	37476	17476	2521	6775	5745	2908	12843	7827	5048	3300	1781	6114	21271	25961	13924	35911	22577	2699	2641	5955	15839	9076	4152	11177	40860	38691	39407	31190	66860	86200	20603	20038	32557	36557	29833	17828	56920	108083
ENSG00000188596	302	228	151	0	0	0	0	151	75	75	0	0	0	0	0	0	758	9963	302	109	0	76	152	76	0	151	152	0	76	0	0	76	28266	831	76	40	68	0	0	151	0	226	76	10813	76	227	0	0	0	36	75	759	7885	152	76	228	177	0	0	0	0	76	0	45689	1199	4096	1912	526	227	489	152	0	228	227	227	609	75	150	0	13959	13845	4219	1468	895	758	380	227	0	151	76	0	34456	67062	2662	2545	499	380	76	452	87	226	0	0	13030	32234	8755	454	956	844	1165	76	136	383	550	60	76	58245	132575
ENSG00000110429	36307	31239	45452	15674	7643	2556	25452	62031	15369	23385	19354	23436	13298	24152	26746	15102	6116	33283	12577	19741	16044	40642	32762	18391	30013	52998	43117	37267	55168	26068	7137	12490	37030	57903	20278	41300	28328	10441	7884	28256	47666	33105	41336	45388	15692	37115	26324	27129	11732	14284	24062	10201	31219	24720	36373	40908	25158	19492	18947	12089	11694	5566	10823	83648	90889	232312	46314	167472	58160	132114	136621	78230	69538	107556	76957	99508	177968	63470	121420	67214	96648	55278	15538	50107	54914	65050	108452	44959	28264	31460	21575	57153	123650	23882	7679	14905	14544	7636	7264	8227	10360	35236	19102	11268	38348	11535	13263	7925	14059	8958	16692	11792	11061	11839	19934	12441	14005	17281
ENSG00000009790	483	1137	871	306	2479	0	914	1513	1790	1708	313	11230	2466	7148	7554	3420	610	3861	1356	225	942	795	703	932	707	2528	819	1133	3915	5129	931	2068	562	940	1243	485	224	703	915	4671	5778	2838	11480	1770	125	439	538	1326	432	2663	1931	2740	7470	1134	886	1888	1732	689	1238	3906	3486	1815	870	472	1313	3132	613	815	540	713	1724	304	1870	919	844	2991	1578	348	2441	556	443	903	109	156	247	317	730	496	311	1309	365	52273	166218	131	101	76	0	74	149	140	571	564	1123	75	460	304	1266	761	1021	1928	4057	2889	8303	6297	9418	14364	2863	1594
ENSG00000124882	76	76	75	0	0	0	76	0	0	227	151	0	0	76	0	0	0	1821	121	0	0	222	0	76	0	0	1251	215	0	0	0	0	16	151	0	0	0	531	0	136	152	0	152	2805	83	40	0	76	0	0	0	125	0	0	216	75	0	0	0	0	0	0	76	0	0	0	0	0	0	0	228	152	0	75	0	0	831	151	226	0	76	452	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	2377	6122	151	981	0	75	0	110	228	0	75	0	76	11383	39226	1027	6123	1089	529
ENSG00000145041	36201	24805	35669	18132	16100	4302	94465	87074	22139	27762	27335	48297	21662	30236	22177	22009	72836	594651	20303	14479	11934	33102	22596	29043	43778	76295	27878	30936	58111	52758	16814	42975	731662	44055	22095	43439	18809	14080	9623	31650	36267	24595	25829	217637	15312	42417	32219	22926	18164	26809	30945	13295	32282	20128	24653	35563	25776	15633	12706	18071	19594	19494	23386	229005	46640	132965	26389	78605	32938	64154	50793	36609	40061	47477	45882	55492	56511	29708	36186	191304	237345	87404	13667	59134	41206	35137	62869	51188	22580	24675	14801	123337	253642	57009	33200	81661	52322	18532	8652	25864	19607	35284	21980	87728	194423	128806	37873	23749	42891	49965	34164	27848	55745	45737	48273	37339	268738	302134
ENSG00000131669	23229	26054	18239	26486	31555	12112	19982	51119	21747	64326	54009	137537	202881	130846	98787	150016	44661	51535	27828	20565	22357	20437	27915	14968	8859	31995	8853	11877	204062	93269	30978	98837	8124	42360	55199	22978	19895	21045	9095	78331	56516	58578	44903	20015	4575	9078	4568	3839	1505	12320	12879	8307	8790	10115	21726	8749	26310	5555	23778	42388	27987	105495	207163	4206	16459	36557	10388	18375	12260	10362	49278	34253	72222	67964	107770	90493	136233	110351	146566	8529	9512	28886	4897	14423	10405	4342	4440	22028	9107	3721	3975	4314	11066	2044	226	3034	1216	2886	603	5012	758	2427	760	1593	3724	1064	2976	2672	3032	3343	2799	5840	3357	3867	1005	1206	5642	5353
ENSG00000184060	3009	3343	3813	1113	3134	832	1130	1472	2901	1743	8990	9684	9821	9018	5517	5639	835	3179	1230	1658	2566	1454	3116	4186	1665	6906	1721	5082	8352	8558	574	13477	1057	1827	850	485	467	301	289	2769	2886	3899	2196	828	0	918	1242	1149	603	8715	11196	755	5467	956	1707	3367	3371	806	1079	2015	1239	14968	4286	451	6608	15183	4521	5177	3288	7660	9664	6840	11895	26493	32792	38433	31325	31458	27838	1557	1292	10048	1707	1588	1585	2289	8976	3702	3646	3719	3163	462	2200	6436	5020	2969	3523	679	1403	899	2257	1879	1475	1585	6901	3000	907	1384	1192	972	755	378	9632	6734	4486	2905	28171	58147
ENSG00000114744	18066	11435	17667	4578	6367	455	13677	26796	5041	4988	6556	11696	6907	9638	9482	4721	832	7853	2384	2899	3245	6585	6119	4625	8353	11923	5638	5117	16165	12331	3085	9906	4230	10819	3411	5844	3248	1098	714	4984	4332	2996	3686	3034	10239	16572	18843	11199	4051	6450	16239	5054	10389	4985	7975	5748	4458	3199	4299	4080	3622	2189	3539	3910	7287	24896	4760	5988	5214	7097	5290	6658	5674	7975	12849	7719	8471	6734	8040	4144	4440	11495	3447	6530	6378	3236	7227	10283	6076	3649	2607	5906	9979	63083	54967	36839	39339	19278	14999	15328	24661	16216	15409	8799	51563	19320	14804	7219	10415	15507	9315	7952	7919	9955	9737	8633	16379	14067
ENSG00000080823	9646	10841	12559	5752	2551	1918	14978	14710	6801	7600	7156	10236	10409	7845	2400	1525	32400	120711	5175	4624	3953	5692	5660	2937	2820	3592	885	1245	8355	6110	454	1137	92869	8600	6502	3195	4332	1476	740	5798	7375	1598	1884	45416	4589	8149	2570	846	606	3121	4829	636	910	755	764	495	815	2	370	240	150	0	76	32586	12019	29760	7916	7584	4185	7710	1364	380	235	9289	7243	7244	75	304	0	90104	108684	6428	1212	1252	1570	63	370	956	756	184	76	3369	12617	4720	2073	1713	1398	343	331	1111	3387	753	682	9141	28427	15287	1572	1286	749	896	147	74	415	217	0	0	12800	22748
ENSG00000142871	18603	10474	9078	16628	5950	3858	6548	10715	34920	106443	52066	23335	49289	132234	17071	4973	19044	347230	6155	8005	5331	4094	28084	8790	4277	1713	106650	38611	480351	32672	93449	55207	9467	17396	10320	1386	3829	11870	60275	215341	174187	40549	587748	31495	5748	7529	3386	177027	60553	125576	65445	104934	10204	2046	1972	1031	1263	39400	137044	22514	32599	3831	22631	3392	7153	30626	3916	2461	2581	2276	58490	51728	96778	24773	61614	64100	7738	5229	4571	1566	3095	786	2469	75	905	16530	18193	15783	13973	3762	5337	7786	14086	9091	1729	1747	2502	32100	50559	5459	19560	380	152	1133	4355	6585	1064	2799	1408	3408	9470	22070	18369	35936	1140	15989	5215	6561
ENSG00000117036	27858	13199	24282	11011	10318	2501	32007	39079	16267	19419	17761	19331	9343	13066	9031	10919	10401	68618	4306	2046	2423	4466	4085	7585	11945	20386	10496	9234	10152	11680	2641	12092	23932	14455	5987	14179	4681	4697	4202	7364	8482	3875	5390	13758	3451	12602	3725	6286	5359	7354	5288	4016	3265	7136	9119	5471	6703	7408	3891	3226	3136	2421	3285	23762	38415	109268	20706	67866	24139	42693	58183	31878	37876	30122	21319	36259	29414	16709	24864	13207	14872	18268	4283	6199	6391	5033	11934	8793	4393	5424	4763	6688	17345	1212	756	2043	1589	1211	911	1440	2723	1059	1514	1132	3182	1136	28588	18071	17195	24959	14973	16013	24483	14612	23653	38102	153916	80125
ENSG00000138750	13461	7225	13098	4354	7256	528	7105	18858	3856	5102	5719	10851	3007	6524	20472	7211	4989	23838	4147	6326	5795	12520	9643	5805	10067	27148	9264	9258	29788	15645	3866	13579	21495	12801	7575	16282	17815	2042	1874	13088	16968	16059	29356	31033	3124	6389	10130	9618	2711	5244	8666	5696	10392	9286	6569	20512	9554	4907	7092	6919	6767	7451	4884	14751	7640	26375	6429	12935	4749	9931	8639	6550	7764	11634	10768	13454	10993	7755	11168	7329	10198	30827	6201	13085	14339	8169	34720	14221	10191	9728	7043	45011	78695	16338	11849	16213	14324	8274	7989	7549	11148	16610	8353	7008	39071	14451	9855	8108	11789	13336	10678	7651	11458	10189	16955	13319	86731	105805
ENSG00000157426	6615	7394	8332	2745	3999	475	10591	15869	2206	3142	3335	8415	4161	6490	6885	3132	1550	6388	4212	5519	4624	10821	7760	4032	11974	13436	4011	3318	19187	7368	1925	3342	6873	17658	7175	16338	14181	1794	2123	8692	10475	7424	13961	9590	4883	11299	22071	9357	3146	4276	8400	2550	7450	5040	6025	12934	7443	2416	3682	3218	3469	3331	2423	8432	13654	41563	5589	15143	6233	11608	20960	16609	13439	14937	14919	12937	6915	6822	5921	8137	8967	22516	3589	6829	8095	1465	9082	5217	4276	3714	2322	5293	7847	12424	6308	21510	10934	6647	3770	6018	5461	4204	2133	18724	63790	42326	9067	7212	11551	11318	4383	3254	8886	3910	4846	1549	14672	29400
ENSG00000132437	0	0	76	0	0	0	302	455	0	75	42	648544	352061	496689	38139	43726	303	3867	75	44	75	0	76	74	75	0	151	75	759005	225837	39384	19074	2073	0	0	0	0	0	76	366091	859470	50082	49657	749	0	0	152	76	151	46030	75939	11475	25312	0	0	271	208	75	226	230644	161520	56565	105887	301	9553	16957	5289	36135	13864	3161	6839	2652	1009	93534	83211	111749	30352	50175	29020	621	740	2	0	0	0	150	334	47089	16623	10141	4345	1491	3158	13603	0	0	106	0	0	6921	9327	0	167964	0	453	295	606	394	0	152	152	303	28613	48482	63278	48058	5361	8675
ENSG00000035687	47599	20368	39586	13130	17198	3021	6521	31299	5570	3785	5399	18789	12614	17051	18747	8309	16570	86252	4232	8970	9268	16328	13559	12375	8891	19022	5808	7588	22596	11864	2486	11225	135118	24508	9924	11938	11061	2687	2513	11065	19480	8343	17471	59043	7226	21200	8287	4751	1295	8717	10321	8728	3648	16158	22552	19138	14164	3158	9713	9270	7977	6035	5504	204954	81862	193877	33832	93980	27621	51338	13886	6571	9444	88151	67394	93420	54914	29356	32060	69334	101089	33780	8057	10894	12459	5739	9920	17156	12450	10963	5275	14218	44952	59301	36266	39628	37888	6452	10100	13242	46965	24843	14001	24931	107163	47785	37339	22205	27642	32364	9451	4679	20820	15671	9157	3997	63855	123718
ENSG00000179776	13890	20983	12548	15267	6661	3366	14135	29211	176642	201122	112963	42307	33107	37078	29403	29557	13878	72186	21245	21516	9742	10968	12986	5645	5875	8650	124227	68938	62017	41513	27007	30382	5961	22631	17302	7949	15467	69291	177221	41234	49509	30831	135675	19997	7331	19604	9519	60836	21866	22247	15427	44238	33654	10506	11759	6809	11722	47177	64971	30482	20110	54688	55980	26655	23808	46767	8398	33720	15418	15023	355217	258814	140138	53676	46597	35798	57111	37406	55377	7313	4621	22611	2637	7295	5005	92853	179040	21749	12761	20416	13214	2291	5016	6825	3588	5281	4809	13914	14071	2885	6062	13319	8794	1109	9119	2551	19365	12829	21033	25404	90404	54009	24383	26027	87215	58853	4049	10138
ENSG00000175895	4555	3871	3875	1215	1925	303	4559	3542	5057	4955	3721	14875	4996	9797	7748	6928	2915	19425	988	1747	1897	3113	2506	1899	834	2809	8962	11929	29709	16812	1215	7700	14122	1672	1292	1900	1442	1594	1138	10180	12036	3875	7395	11488	836	1499	1215	2524	1056	3718	7276	1876	2452	2431	4169	3721	2505	4937	6451	5316	7441	2734	1895	12592	8203	18065	4861	5380	2812	4481	8347	7061	8180	39972	50570	37561	12981	8129	9495	17906	13818	7889	1278	2927	2622	3334	7453	9469	6338	5037	1756	2436	4972	6234	3885	6219	3622	9717	5079	25302	29650	9298	5945	7248	31005	14709	4417	3036	17199	20478	11546	11044	27625	24608	8312	6887	31628	49231
ENSG00000135525	154927	51219	55940	55552	165947	7735	160516	103727	2109	1368	1588	118428	23880	59210	21269	30194	16821	118031	27346	50037	41774	57334	53190	83071	85113	159445	5408	1960	127493	58175	19800	29345	135476	108151	49539	150273	54481	151	227	52482	114278	25830	18727	78696	38261	64901	53136	2682	3095	63729	122189	13996	25702	34351	35955	34783	36489	2737	507	27397	33533	12969	13981	131381	54609	171583	28098	142769	22907	61282	27598	13377	15548	64443	71472	215870	23451	19350	17058	104595	254422	96420	25035	32618	29128	452	1590	57704	43923	15321	5880	61259	322544	18425	3554	7252	5336	227	301	25762	39456	7429	5986	7870	15238	20479	128664	62800	301219	265674	76	76	122535	62879	50766	25594	12528	26307
ENSG00000154124	12732	10769	9783	5082	8390	1593	33470	24258	17395	18586	19581	18746	12139	15422	24932	33597	6660	34617	2509	1062	1772	3520	1857	1386	5029	7886	8600	6740	11263	7624	3505	17773	27478	13056	7309	24332	12536	7838	6598	17585	18932	22587	36709	37213	1073	2473	2969	3713	2573	4092	4273	5426	6881	3164	6075	4940	4582	3926	4340	2703	3098	5773	9625	29249	13209	36189	9375	13227	9283	13589	18670	14499	24633	17617	16281	18316	46893	27736	25287	8577	10452	17067	4335	10026	8473	4743	15731	6186	4591	15892	12306	3096	11126	10338	3967	6686	6848	3983	4983	5502	10771	9924	7711	7617	29496	14086	1264	427	228	360	495	177	2512	489	2153	706	1139	4483
ENSG00000115841	1813	3090	3008	453	603	73	1058	1829	1430	894	2646	1282	1127	3007	19171	4671	867	12350	363	510	822	2782	1532	829	1357	979	3129	754	3885	1203	3325	2856	14644	1275	380	700	1446	76	152	330	3028	4013	4090	2860	299	2073	1082	1662	303	682	3504	2463	7381	1950	1279	2193	2546	1359	2323	1406	905	8803	5897	40196	4894	12204	2641	5940	2519	4684	9401	7891	6776	4169	3568	3972	52249	12722	69481	36073	40419	1161	253	150	94	600	2892	2567	2231	2814	1573	24245	67992	18223	10986	14929	6774	5272	5425	4919	11491	9227	6384	5418	35673	18280	3720	1759	5237	5455	2290	1947	43232	25386	27603	19242	2319	5285
ENSG00000138231	8268	4148	6346	2195	4343	758	6168	10668	5388	5149	4015	9939	2216	5609	4994	4606	1062	4426	1671	3541	2578	4017	3337	4955	3847	13360	2804	7461	13587	11498	3027	11387	4230	3744	1451	5043	4140	1763	665	4747	3896	4429	4733	2984	1700	3882	5460	3075	1643	4102	7547	2047	5815	2576	3459	5389	4569	2789	4109	2895	3232	2081	2354	3122	11349	31944	7138	16758	5373	18279	8899	4685	8288	12013	8098	16250	12204	6367	11227	3211	6294	10861	2004	5499	4097	1428	5682	2279	1912	2246	2227	2436	6034	30499	13100	27846	16895	4746	4059	12162	27622	27602	19655	18412	41608	50939	31678	19644	42905	53012	27405	21040	43429	29437	43335	28108	15475	15359
